PLAYER_NAME,TEAM_ID,POSITION_NAME,POSITION_DISPLAY_NAME,RAW_STAT,MAPPED_STAT,RAW_LINE,LINE
Peter Lambert,2ac58cf3-7bb5-47f6-a214-eaeeb9d78d52,SP,Starting Pitcher,period_1_hits_allowed,,2.5,2.5
Peter Lambert,2ac58cf3-7bb5-47f6-a214-eaeeb9d78d52,SP,Starting Pitcher,period_1_hits_allowed,,0.5,0.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,hits_runs_rbis,,1.5,1.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,home_runs,,0.5,0.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,fantasy_points,,14.5,14.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,fantasy_points,,6.5,6.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,fantasy_points,,9.5,9.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,hits,HIT,0.5,0.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,runs,,0.5,0.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,rbis,,0.5,0.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,walks,,0.5,0.5
Pete Crow-Armstrong,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,CF,Center Field,stolen_bases,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,hits_runs_rbis,,1.5,1.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,hits_runs_rbis,,0.5,0.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,home_runs,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,home_runs,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,fantasy_points,,5.5,5.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,hits,HIT,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,hits,HIT,0.5,0.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,runs,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,runs,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,rbis,,0.5,0.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,rbis,,0.5,0.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,singles,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,singles,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,batter_strikeouts,,1.5,1.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,batter_strikeouts,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,walks,,0.5,0.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,walks,,0.5,0.5
Seiya Suzuki,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,RF,Right Field,doubles,,0.5,0.5
Alex Bregman,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,3B,Third Baseman,doubles,,0.5,0.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,hits_runs_rbis,,1.5,1.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,home_runs,,0.5,0.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,fantasy_points,,5.5,5.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,hits,HIT,0.5,0.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,runs,,0.5,0.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,rbis,,0.5,0.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,singles,,0.5,0.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,batter_strikeouts,,1.5,1.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,walks,,0.5,0.5
Paul Goldschmidt,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,doubles,,0.5,0.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,strikeouts,K,5.5,5.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,fantasy_points,,28.5,28.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,pitch_outs,,16.5,16.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,hits_allowed,,4.5,4.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,runs_allowed,,1.5,1.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,walks_allowed,,1.5,1.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_strikeouts,,2.5,2.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_strikeouts,,1.5,1.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_strikeouts,,0.5,0.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_total_runs_allowed,,0.5,0.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_total_runs_allowed,,2.5,2.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_total_runs_allowed,,1.5,1.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_pitch_count,,24.5,24.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_pitch_count,,19.5,19.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_pitch_count,,14.5,14.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_batters_faced,,5.5,5.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_batters_faced,,4.5,4.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_batters_faced,,6.5,6.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_batters_faced,,3.5,3.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_hits_allowed,,2.5,2.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_hits_allowed,,1.5,1.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_hits_allowed,,3.5,3.5
Colin Rea,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SP,Starting Pitcher,period_1_hits_allowed,,0.5,0.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,hits_runs_rbis,,0.5,0.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,home_runs,,0.5,0.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,hits,HIT,0.5,0.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,runs,,0.5,0.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,rbis,,0.5,0.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,singles,,0.5,0.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,batter_strikeouts,,1.5,1.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,walks,,0.5,0.5
Ian Happ,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,LF,Left Field,doubles,,0.5,0.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,hits_runs_rbis,,1.5,1.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,home_runs,,0.5,0.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,fantasy_points,,5.5,5.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,hits,HIT,0.5,0.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,runs,,0.5,0.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,rbis,,0.5,0.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,singles,,0.5,0.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,batter_strikeouts,,0.5,0.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,stolen_bases,,0.5,0.5
Nico Hoerner,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,2B,Second Baseman,doubles,,0.5,0.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,hits_runs_rbis,,1.5,1.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,home_runs,,0.5,0.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,total_bases,,1.5,1.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,fantasy_points,,9.5,9.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,fantasy_points,,6.5,6.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,fantasy_points,,14.5,14.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,hits,HIT,0.5,0.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,runs,,0.5,0.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,rbis,,0.5,0.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,singles,,0.5,0.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,batter_strikeouts,,1.5,1.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,walks,,0.5,0.5
Ben Rice,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,1B,First Baseman,doubles,,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,hits_runs_rbis,,0.5,0.5
Michael Busch,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,1B,First Baseman,hits_runs_rbis,,1.5,1.5
Michael Busch,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,1B,First Baseman,home_runs,,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,home_runs,,0.5,0.5
Michael Busch,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,1B,First Baseman,fantasy_points,,5.5,5.5
Michael Busch,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,1B,First Baseman,hits,HIT,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,hits,HIT,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,runs,,0.5,0.5
Michael Busch,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,1B,First Baseman,runs,,0.5,0.5
Michael Busch,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,1B,First Baseman,rbis,,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,rbis,,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,singles,,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,batter_strikeouts,,1.5,1.5
Michael Busch,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,1B,First Baseman,walks,,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,walks,,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,stolen_bases,,0.5,0.5
Dansby Swanson,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,SS,Shortstop,doubles,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,hits_runs_rbis,,1.5,1.5
Ryan McMahon,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,hits_runs_rbis,,0.5,0.5
Ryan McMahon,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,home_runs,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,home_runs,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,fantasy_points,,9.5,9.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,fantasy_points,,14.5,14.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,fantasy_points,,6.5,6.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,hits,HIT,0.5,0.5
Ryan McMahon,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,hits,HIT,0.5,0.5
Ryan McMahon,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,runs,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,runs,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,rbis,,0.5,0.5
Ryan McMahon,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,rbis,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,singles,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,batter_strikeouts,,1.5,1.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,walks,,0.5,0.5
Ryan McMahon,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,walks,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,stolen_bases,,0.5,0.5
Trent Grisham,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,doubles,,0.5,0.5
Michael Conforto,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,DH,Designated Hitter,hits_runs_rbis,,0.5,0.5
Michael Conforto,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,DH,Designated Hitter,home_runs,,0.5,0.5
Michael Conforto,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,DH,Designated Hitter,hits,HIT,0.5,0.5
Michael Conforto,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,DH,Designated Hitter,runs,,0.5,0.5
Michael Conforto,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,DH,Designated Hitter,rbis,,0.5,0.5
Michael Conforto,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,DH,Designated Hitter,walks,,0.5,0.5
Austin Wells,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,C,Catcher,hits_runs_rbis,,0.5,0.5
Austin Wells,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,C,Catcher,home_runs,,0.5,0.5
Austin Wells,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,C,Catcher,hits,HIT,0.5,0.5
Austin Wells,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,C,Catcher,runs,,0.5,0.5
Austin Wells,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,C,Catcher,rbis,,0.5,0.5
Austin Wells,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,C,Catcher,walks,,0.5,0.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,hits_runs_rbis,,1.5,1.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,home_runs,,0.5,0.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,total_bases,,1.5,1.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,fantasy_points,,6.5,6.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,fantasy_points,,14.5,14.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,fantasy_points,,9.5,9.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,hits,HIT,0.5,0.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,runs,,0.5,0.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,rbis,,0.5,0.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,walks,,0.5,0.5
Jasson Domínguez,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,RF,Right Field,stolen_bases,,0.5,0.5
Carson Kelly,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,C,Catcher,hits_runs_rbis,,0.5,0.5
Carson Kelly,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,C,Catcher,home_runs,,0.5,0.5
Carson Kelly,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,C,Catcher,hits,HIT,0.5,0.5
Carson Kelly,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,C,Catcher,runs,,0.5,0.5
Carson Kelly,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,C,Catcher,rbis,,0.5,0.5
Carson Kelly,0a2c9da4-7227-4055-bf48-bb4bf5c8f410,C,Catcher,walks,,0.5,0.5
José Caballero,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SS,Shortstop,hits_runs_rbis,,0.5,0.5
José Caballero,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SS,Shortstop,home_runs,,0.5,0.5
José Caballero,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SS,Shortstop,hits,HIT,0.5,0.5
José Caballero,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SS,Shortstop,runs,,0.5,0.5
José Caballero,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SS,Shortstop,rbis,,0.5,0.5
José Caballero,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SS,Shortstop,walks,,0.5,0.5
José Caballero,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SS,Shortstop,stolen_bases,,0.5,0.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,strikeouts,K,6.5,6.5
Spencer Jones,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,hits_runs_rbis,,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,hits_runs_rbis,,1.5,1.5
Spencer Jones,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,home_runs,,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,home_runs,,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,fantasy_points,,14.5,14.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,fantasy_points,,36.5,36.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,fantasy_points,,9.5,9.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,fantasy_points,,4.5,4.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,pitch_outs,,17.5,17.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,hits_allowed,,4.5,4.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,runs_allowed,,1.5,1.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,walks_allowed,,1.5,1.5
Spencer Jones,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,hits,HIT,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,hits,HIT,0.5,0.5
Spencer Jones,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,runs,,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,runs,,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,rbis,,0.5,0.5
Spencer Jones,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,rbis,,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,singles,,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,batter_strikeouts,,1.5,1.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,walks,,0.5,0.5
Spencer Jones,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,walks,,0.5,0.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,stolen_bases,,0.5,0.5
Spencer Jones,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,CF,Center Field,stolen_bases,,0.5,0.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_strikeouts,,0.5,0.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_strikeouts,,1.5,1.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_strikeouts,,2.5,2.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_total_runs_allowed,,0.5,0.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_total_runs_allowed,,1.5,1.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_total_runs_allowed,,2.5,2.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_pitch_count,,19.5,19.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_pitch_count,,24.5,24.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_pitch_count,,14.5,14.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_batters_faced,,3.5,3.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_batters_faced,,4.5,4.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_batters_faced,,6.5,6.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_batters_faced,,5.5,5.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_hits_allowed,,0.5,0.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_hits_allowed,,1.5,1.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_hits_allowed,,3.5,3.5
Gerrit Cole,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,SP,Starting Pitcher,period_1_hits_allowed,,2.5,2.5
Jazz Chisholm,bbb3bae8-1013-4168-8f72-b75d55f0d7f6,3B,Third Baseman,doubles,,0.5,0.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,strikeouts,K,3.5,3.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,pitch_outs,,17.5,17.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,hits_allowed,,6.5,6.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,runs_allowed,,3.5,3.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,walks_allowed,,1.5,1.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,period_1_strikeouts,,1.5,1.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,period_1_strikeouts,,2.5,2.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,period_1_strikeouts,,0.5,0.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,period_1_total_runs_allowed,,2.5,2.5
Seth Lugo,61cc4195-1a95-4f1a-acf4-44b806f937f5,SP,Starting Pitcher,period_1_total_runs_allowed,,1.5,1.5
